,Narrative,document number
19034,,18-0949
19035,,18-0951
19036,,18-0952
19037,,18-0953
19038,,18-0954
19039,,18-0955
19040,,18-0956
19041,,18-0957
19042,,18-0958
19043,,18-0959
19044,,18-0961
19045,,18-0962
19046,,18-0963
19047,,18-0964
19048,,18-0966
19049,,18-0967
19050,,18-0968
19051,,18-0969
19052,,18-0971
19053,,18-0972
19054,,18-0974
19055,,18-0975
19056,,18-0976
19057,,18-0977
19058,,18-0978
19059,,18-0979
19060,,18-0981
19061,,18-0982
19062,,18-0983
19063,,18-0984
19064,,18-0985
19065,,18-0986
19066,,18-0987
19067,,18-0988
19068,,18-0989
19069,,18-0991
19070,,18-0992
19071,,18-0993
19072,,18-0994
19073,,18-0995
19074,,18-0996
19075,,18-0998
19076,,18-0999
19077,,18-1001
19078,,18-1003
19079,,19-0001
19080,,19-0002
19081,,19-0003
19082,,19-0004
19083,,19-0005
19084,,19-0006
19085,,19-0007
19086,,19-0008
19087,,19-0009
19088,,19-0011
19089,,19-0012
19090,,19-0013
19091,,19-0014
19092,,19-0015
19093,,19-0016
19094,,19-0017
19095,,19-0018
19096,,19-0019
19097,,19-0022
19098,,19-0023
19099,,19-0024
19100,,19-0025
19101,,19-0026
19102,,19-0027
19103,,19-0028
19104,,19-0029
19105,,19-0031
19106,,19-0032
19107,,19-0035
19108,,19-0038
19109,,19-0043
19110,,19-0044
19111,,19-0045
19112,,19-0046
19113,,19-0047
19114,,19-0048
19115,,19-0051
19116,,19-0052
19117,,19-0054
19118,,19-0055
19119,,19-0056
19120,,19-0057
19121,,19-0058
19122,,19-0059
19123,,19-0061
19124,,19-0062
19125,,19-0063
19126,,19-0064
19127,,19-0065
19128,,19-0067
19129,,19-0068
19130,,19-0069
19131,,19-0071
19132,,19-0072
19133,,19-0074
19134,,19-0075
19135,,19-0076
19136,,19-0077
19137,,19-0078
19138,,19-0079
19139,,19-0081
19140,,19-0082
19141,,19-0083
19142,,19-0084
19143,,19-0085
19144,,19-0086
19145,,19-0087
19146,,19-0088
19147,,19-0089
19148,,19-0091
19149,,19-0092
19150,,19-0094
19151,,19-0095
19152,,19-0096
19153,,19-0097
19154,,19-0098
19155,,19-0099
19156,,19-0101
19157,,19-0102
19158,,19-0103
19159,,19-0105
19160,,19-0106
19161,,19-0107
19162,,19-0108
19163,,19-0109
19164,,19-0111
19165,,19-0112
19166,,19-0113
19167,,19-0114
19168,,19-0116
19169,,19-0117
19170,,19-0118
19171,,19-0119
19172,,19-0121
19173,,19-0122
19174,,19-0123
19175,,19-0124
19176,,19-0125
19177,,19-0126
19178,,19-0127
19179,,19-0128
19180,,19-0129
19181,,19-0131
19182,,19-0133
19183,,19-0134
19184,,19-0136
19185,,19-0137
19186,,19-0139
19187,,19-0141
19188,,19-0142
19189,,19-0143
19190,,19-0144
19191,,19-0145
19192,,19-0146
19193,,19-0147
19194,,19-0148
19195,,19-0149
19196,,19-0151
19197,,19-0152
19198,,19-0153
19199,,19-0154
19200,,19-0155
19201,,19-0156
19202,,19-0157
19203,,19-0158
19204,,19-0159
19205,,19-0161
19206,,19-0162
19207,,19-0163
19208,,19-0164
19209,,19-0165
19210,,19-0166
19211,,19-0167
19212,,19-0168
19213,,19-0171
19214,,19-0172
19215,,19-0173
19216,,19-0174
19217,,19-0175
19218,,19-0176
19219,,19-0177
19220,,19-0178
19221,,19-0179
19222,,19-0181
19223,,19-0183
19224,,19-0184
19225,,19-0185
19226,,19-0186
19227,,19-0187
19228,,19-0188
19229,,19-0189
19230,,19-0191
19231,,19-0192
19232,,19-0193
19233,,19-0194
19234,,19-0196
19235,,19-0197
19236,,19-0198
19237,,19-0199
19238,,19-0201
19239,,19-0202
19240,,19-0203
19241,,19-0204
19242,,19-0205
19243,,19-0206
19244,,19-0207
19245,,19-0208
19246,,19-0209
19247,,19-0213
19248,,19-0214
19249,,19-0215
19250,,19-0216
19251,,19-0217
19252,,19-0218
19253,,19-0219
19254,,19-0221
19255,,19-0222
19256,,19-0223
19257,,19-0224
19258,,19-0225
19259,,19-0226
19260,,19-0227
19261,,19-0228
19262,,19-0229
19263,,19-0231
19264,,19-0232
19265,,19-0233
19266,,19-0234
19267,,19-0235
19268,,19-0236
19269,,19-0237
19270,,19-0238
19271,,19-0239
19272,,19-0241
19273,,19-0242
19274,,19-0243
19275,,19-0244
19276,,19-0245
19277,,19-0246
19278,,19-0247
19279,,19-0248
19280,,19-0249
19281,,19-0251
19282,,19-0252
19283,,19-0253
19284,,19-0254
19285,,19-0255
19286,,19-0257
19287,,19-0258
19288,,19-0259
19289,,19-0261
19290,,19-0262
19291,,19-0263
19292,,19-0264
19293,,19-0265
19294,,19-0266
19295,,19-0267
19296,,19-0268
19297,,19-0269
19298,,19-0271
19299,,19-0272
19300,,19-0273
19301,,19-0274
19302,,19-0275
19303,,19-0276
19304,,19-0277
19305,,19-0278
19306,,19-0279
19307,,19-0281
19308,,19-0282
19309,,19-0283
19310,,19-0284
19311,,19-0285
19312,,19-0286
19313,,19-0288
19314,,19-0289
19315,,19-0291
19316,,19-0292
19317,,19-0293
19318,,19-0294
19319,,19-0295
19320,,19-0296
19321,,19-0297
19322,,19-0298
19323,,19-0299
19324,,19-0301
19325,,19-0302
19326,,19-0303
19327,,19-0304
19328,,19-0305
19329,,19-0306
19330,,19-0307
19331,,19-0308
19332,,19-0309
19333,,19-0311
19334,,19-0312
19335,,19-0313
19336,,19-0314
19337,,19-0315
19338,,19-0316
19339,,19-0318
19340,,19-0321
19341,,19-0322
19342,,19-0323
19343,,19-0324
19344,,19-0325
19345,,19-0326
19346,,19-0328
19347,,19-0329
19348,,19-0331
19349,,19-0332
19350,,19-0333
19351,,19-0334
19352,,19-0335
19353,,19-0336
19354,,19-0337
19355,,19-0338
19356,,19-0341
19357,,19-0343
19358,,19-0344
19359,,19-0345
19360,,19-0346
19361,,19-0347
19362,,19-0348
19363,,19-0349
19364,,19-0351
19365,,19-0353
19366,,19-0354
19367,,19-0355
19368,,19-0356
19369,,19-0357
19370,,19-0358
19371,,19-0359
19372,,19-0361
19373,,19-0362
19374,,19-0363
19375,,19-0364
19376,,19-0365
19377,,19-0366
19378,,19-0368
19379,,19-0369
19380,,19-0371
19381,,19-0373
19382,,19-0374
19383,,19-0375
19384,,19-0377
19385,,19-0378
19386,,19-0379
19387,,19-0381
19388,,19-0382
19389,,19-0383
19390,,19-0384
19391,,19-0385
19392,,19-0386
19393,,19-0387
19394,,19-0388
19395,,19-0393
19396,,19-0394
19397,,19-0395
19398,,19-0398
19399,,19-0399
19400,,19-0401
19401,,19-0402
19402,,19-0403
19403,,19-0404
19404,,19-0405
19405,,19-0406
19406,,19-0407
19407,,19-0409
19408,,19-0411
19409,,19-0412
19410,,19-0413
19411,,19-0414
19412,,19-0415
19413,,19-0416
19414,,19-0417
19415,,19-0418
19416,,19-0419
19417,,19-0421
19418,,19-0422
19419,,19-0423
19420,,19-0424
19421,,19-0425
19422,,19-0426
19423,,19-0427
19424,,19-0428
19425,,19-0429
19426,,19-0431
19427,,19-0432
19428,,19-0433
19429,,19-0434
19430,,19-0435
19431,,19-0436
19432,,19-0437
19433,,19-0438
19434,,19-0439
19435,,19-0441
19436,,19-0442
19437,,19-0443
19438,,19-0444
19439,,19-0445
19440,,19-0446
19441,,19-0447
19442,,19-0448
19443,,19-0449
19444,,19-0451
19445,,19-0452
19446,,19-0453
19447,,19-0454
19448,,19-0455
19449,,19-0456
19450,,19-0457
19451,,19-0458
19452,,19-0459
19453,,19-0461
19454,,19-0462
19455,,19-0463
19456,,19-0465
19457,,19-0466
19458,,19-0467
19459,,19-0468
19460,,19-0469
19461,,19-0471
19462,,19-0472
19463,,19-0473
19464,,19-0474
19465,,19-0475
19466,,19-0476
19467,,19-0477
19468,,19-0478
19469,,19-0481
19470,,19-0482
19471,,19-0483
19472,,19-0484
19473,,19-0485
19474,,19-0486
19475,,19-0487
19476,,19-0488
19477,,19-0489
19478,,19-0492
19479,,19-0493
19480,,19-0494
19481,,19-0495
19482,,19-0496
19483,,19-0497
19484,,19-0498
19485,,19-0499
19486,,19-0501
19487,,19-0503
19488,,19-0504
19489,,19-0506
19490,,19-0507
19491,,19-0508
19492,,19-0509
19493,,19-0511
19494,,19-0512
19495,,19-0513
19496,,19-0514
19497,,19-0515
19498,,19-0516
19499,,19-0517
19500,,19-0518
19501,,19-0519
19502,,19-0521
19503,,19-0522
19504,,19-0523
19505,,19-0524
19506,,19-0525
19507,,19-0526
19508,,19-0527
19509,,19-0528
19510,,19-0531
19511,,19-0532
19512,,19-0534
19513,,19-0535
19514,,19-0536
19515,,19-0538
19516,,19-0539
19517,,19-0541
19518,,19-0542
19519,,19-0543
19520,,19-0544
19521,,19-0545
19522,,19-0546
19523,,19-0547
19524,,19-0548
19525,,19-0549
19526,,19-0551
19527,,19-0552
19528,,19-0553
19529,,19-0554
19530,,19-0555
19531,,19-0556
19532,,19-0558
19533,,19-0559
19534,,19-0561
19535,,19-0562
19536,,19-0563
19537,,19-0564
19538,,19-0565
19539,,19-0566
19540,,19-0567
19541,,19-0568
19542,,19-0569
19543,,19-0572
19544,,19-0573
19545,,19-0574
19546,,19-0575
19547,,19-0577
19548,,19-0578
19549,,19-0579
19550,,19-0583
19551,,19-0584
19552,,19-0585
19553,,19-0586
19554,,19-0587
19555,,19-0591
19556,,19-0592
19557,,19-0593
19558,,19-0594
19559,,19-0595
19560,,19-0596
19561,,19-0597
19562,,19-0598
19563,,19-0599
19564,,19-0601
19565,,19-0602
19566,,19-0603
19567,,19-0604
19568,,19-0605
19569,,19-0606
19570,,19-0607
19571,,19-0608
19572,,19-0609
19573,,19-0611
19574,,19-0612
19575,,19-0613
19576,,19-0614
19577,,19-0615
19578,,19-0617
19579,,19-0618
19580,,19-0619
19581,,19-0621
19582,,19-0622
19583,,19-0623
19584,,19-0624
19585,,19-0625
19586,,19-0626
19587,,19-0627
19588,,19-0628
19589,,19-0629
19590,,19-0631
19591,,19-0632
19592,,19-0633
19593,,19-0634
19594,,19-0635
19595,,19-0636
19596,,19-0642
19597,,20-0001
19598,,20-0002
19599,,20-0003
19600,,20-0004
19601,,20-0005
19602,,20-0007
19603,,20-0008
19604,,20-0009
19605,,20-0011
19606,,20-0012
19607,,20-0013
19608,,20-0014
19609,,20-0016
19610,,20-0017
19611,,20-0018
19612,,20-0019
19613,,20-0021
19614,,20-0022
19615,,20-0023
19616,,20-0024
19617,,20-0025
19618,,20-0026
19619,,20-0027
19620,,20-0028
19621,,20-0029
19622,,20-0032
19623,,20-0034
19624,,20-0035
19625,,20-0036
19626,,20-0037
19627,,20-0038
19628,,20-0039
19629,,20-0042
19630,,20-0043
19631,,20-0045
19632,,20-0046
19633,,20-0047
19634,,20-0048
19635,,20-0049
19636,,20-0051
19637,,20-0052
19638,,20-0053
19639,,20-0054
19640,,20-0055
19641,,20-0057
19642,,20-0059
19643,,20-0061
19644,,20-0063
19645,,20-0065
19646,,20-0067
19647,,20-0068
19648,,20-0069
19649,,20-0071
19650,,20-0072
19651,,20-0073
19652,,20-0074
19653,,20-0075
19654,,20-0076
19655,,20-0077
19656,,20-0079
19657,,20-0081
19658,,20-0082
19659,,20-0084
19660,,20-0087
19661,,20-0088
19662,,20-0089
19663,,20-0092
19664,,20-0093
19665,,20-0094
19666,,20-0095
19667,,20-0096
19668,,20-0097
19669,,20-0098
19670,,20-0099
19671,,20-0101
19672,,20-0102
19673,,20-0104
19674,,20-0105
19675,,20-0106
19676,,20-0107
19677,,20-0109
19678,,20-0113
19679,,20-0114
19680,,20-0115
19681,,20-0116
19682,,20-0117
19683,,20-0128
19684,,20-0129
19685,,20-0131
19686,,20-0132
19687,,20-0134
19688,,20-0138
19689,,20-0139
19690,,20-0141
19691,,20-0142
19692,,20-0144
19693,,20-0145
19694,,20-0146
19695,,20-0147
19696,,20-0148
19697,,20-0149
19698,,20-0151
19699,,20-0152
19700,,20-0153
19701,,20-0155
19702,,20-0156
19703,,20-0157
19704,,20-0161
19705,,20-0162
19706,,20-0163
19707,,20-0164
19708,,20-0165
19709,,20-0171
19710,,20-0172
19711,,20-0173
19712,,20-0174
19713,,20-0175
19714,,20-0176
19715,,20-0177
19716,,20-0184
19717,,20-0185
19718,,20-0186
19719,,20-0187
19720,,20-0188
19721,,20-0189
19722,,20-0191
19723,,20-0192
19724,,20-0193
19725,,20-0194
19726,,20-0195
19727,,20-0197
19728,,20-0198
19729,,20-0199
19730,,20-0201
19731,,20-0202
19732,,20-0203
19733,,20-0204
19734,,20-0205
19735,,20-0206
19736,,20-0207
19737,,20-0208
19738,,20-0209
19739,,20-0212
19740,,20-0213
19741,,20-0214
19742,,20-0215
19743,,20-0216
19744,,20-0217
19745,,20-0218
19746,,20-0219
19747,,20-0221
19748,,20-0223
19749,,20-0224
19750,,20-0225
19751,,20-0226
19752,,20-0228
19753,,20-0229
19754,,20-0231
19755,,20-0232
19756,,20-0233
19757,,20-0234
19758,,20-0235
19759,,20-0236
19760,,20-0237
19761,,20-0238
19762,,20-0239
19763,,20-0241
19764,,20-0242
19765,,20-0244
19766,,20-0246
19767,,20-0247
19768,,20-0248
19769,,20-0249
19770,,20-0251
19771,,20-0252
19772,,20-0253
19773,,20-0254
19774,,20-0255
19775,,20-0256
19776,,20-0257
19777,,20-0258
19778,,20-0259
19779,,20-0261
19780,,20-0262
19781,,20-0263
19782,,20-0264
19783,,20-0265
19784,,20-0267
19785,,20-0268
19786,,20-0269
19787,,20-0271
19788,,20-0272
19789,,20-0273
19790,,20-0274
19791,,20-0275
19792,,20-0276
19793,,20-0277
19794,,20-0279
19795,,20-0281
19796,,20-0282
19797,,20-0284
19798,,20-0286
19799,,20-0287
19800,,20-0288
19801,,20-0289
19802,,20-0291
19803,,20-0292
19804,,20-0293
19805,,20-0295
19806,,20-0297
19807,,20-0298
19808,,20-0299
19809,,20-0301
19810,,20-0302
19811,,20-0303
19812,,20-0304
19813,,20-0305
19814,,20-0306
19815,,20-0307
19816,,20-0308
19817,,20-0367
19818,,20-0368
19819,,20-0369
19820,,20-0371
19821,,20-0372
19822,,20-0373
19823,,20-0374
19824,,20-0375
19825,,20-0376
19826,,20-0378
19827,,20-0379
19828,,20-0382
19829,,20-0383
19830,,20-0384
19831,,20-0385
19832,,20-0386
19833,,20-0387
19834,,20-0388
19835,,20-0389
19836,,20-0391
19837,,20-0392
19838,,20-0394
19839,,20-0395
19840,,20-0396
19841,,20-0397
19842,,20-0398
19843,,20-0399
19844,,20-0401
19845,,20-0402
19846,,20-0404
19847,,20-0405
19848,,20-0406
19849,,20-0407
19850,,20-0409
19851,,20-0411
19852,,20-0412
19853,,20-0415
19854,,20-0416
19855,,20-0417
19856,,20-0418
19857,,20-0419
19858,,20-0421
19859,,20-0422
19860,,20-0423
19861,,20-0424
19862,,20-0426
19863,,20-0427
19864,,20-0428
19865,,20-0429
19866,,20-0431
19867,,20-0432
19868,,20-0433
19869,,20-0436
19870,,20-0437
19871,,20-0438
19872,,20-0439
19873,,20-0441
19874,,20-0442
19875,,20-0443
19876,,20-0444
19877,,20-0445
19878,,20-0446
19879,,20-0447
19880,,20-0448
19881,,20-0449
19882,,20-0451
19883,,20-0452
19884,,20-0454
19885,,20-0456
19886,,20-0457
19887,,20-0458
19888,,20-0459
19889,,20-0462
19890,,20-0463
19891,,20-0464
19892,,20-0465
19893,,20-0466
19894,,20-0467
19895,,20-0468
19896,,20-0469
19897,,20-0472
19898,,20-0473
19899,,20-0475
19900,,20-0476
19901,,20-0477
19902,,20-0478
19903,,20-0479
19904,,20-0481
19905,,20-0482
19906,,20-0483
19907,,20-0484
19908,,20-0485
19909,,20-0486
19910,,20-0487
19911,,20-0488
19912,,20-0491
19913,,20-0492
19914,,20-0493
19915,,20-0494
19916,,20-0495
19917,,20-0496
19918,,20-0497
19919,,20-0498
19920,,20-0501
19921,,20-0503
19922,,20-0505
19923,,20-0506
19924,,20-0507
19925,,20-0508
19926,,20-0509
19927,,20-0511
19928,,20-0512
19929,,20-0514
19930,,20-0515
19931,,20-0516
19932,,20-0517
19933,,20-0518
19934,,20-0519
19935,,20-0526
19936,,20-0531
19937,,20-0532
19938,,20-0533
19939,,20-0534
19940,,20-0535
19941,,20-0536
19942,,20-0537
19943,,20-0538
19944,,20-0539
19945,,20-0541
19946,,20-0543
19947,,20-0544
19948,,20-0545
19949,,20-0546
19950,,20-0547
19951,,20-0548
19952,,20-0549
19953,,20-0551
19954,,20-0552
19955,,20-0553
19956,,20-0554
19957,,20-0555
19958,,20-0556
19959,,20-0557
19960,,20-0558
19961,,20-0559
19962,,20-0561
19963,,20-0562
19964,,20-0563
19965,,20-0564
19966,,20-0565
19967,,20-0566
19968,,20-0567
19969,,20-0568
19970,,20-0569
19971,,20-0571
19972,,20-0572
19973,,20-0573
19974,,20-0575
19975,,20-0576
19976,,20-0577
19977,,20-0578
19978,,20-0581
19979,,20-0582
19980,,20-0583
19981,,20-0585
19982,,20-0587
19983,,20-0588
19984,,20-0589
19985,,20-0591
19986,,20-0592
19987,,20-0593
19988,,20-0594
19989,,20-0596
19990,,20-0597
19991,,20-0598
19992,,20-0599
19993,,20-0601
19994,,20-0602
19995,,20-0603
19996,,20-0604
19997,,20-0605
19998,,20-0606
19999,,20-0607
20000,,20-0608
20001,,20-0609
20002,,20-0611
20003,,20-0613
20004,,20-0614
20005,,20-0615
20006,,20-0616
20007,,20-0617
20008,,20-0618
20009,,20-0619
20010,,20-0621
20011,,20-0622
20012,,20-0623
20013,,20-0625
20014,,20-0626
20015,,20-0627
20016,,20-0628
20017,,20-0631
20018,,20-0632
20019,,20-0633
20020,,20-0634
20021,,20-0635
20022,,20-0637
20023,,20-0639
20024,,20-0641
20025,,20-0642
20026,,20-0644
20027,,20-0645
20028,,20-0646
20029,,20-0647
20030,,20-0648
20031,,20-0649
20032,,20-0651
20033,,20-0652
20034,,20-0653
20035,,20-0654
20036,,20-0655
20037,,20-0656
20038,,20-0657
20039,,20-0658
20040,,20-0668
20041,,20-0669
20042,,20-0671
20043,,20-0672
20044,,20-0673
20045,,20-0675
20046,,20-0676
20047,,20-0677
20048,,20-0678
20049,,20-0679
20050,,20-0681
20051,,20-0682
20052,,20-0683
20053,,20-0684
20054,,20-0685
20055,,20-0686
20056,,20-0688
20057,,20-0689
20058,,20-0691
20059,,20-0692
20060,,20-0693
20061,,20-0694
20062,,20-0695
20063,,20-0698
20064,,20-0699
20065,,20-0701
20066,,20-0702
20067,,20-0704
20068,,20-0705
20069,,20-0706
20070,,20-0707
20071,,20-0708
20072,,20-0709
20073,,20-0711
20074,,20-0712
20075,,20-0729
20076,,20-0732
20077,,20-0733
20078,,20-0735
20079,,20-0736
20080,,20-0737
20081,,20-0738
20082,,20-0739
20083,,20-0741
20084,,20-0743
20085,,20-0744
20086,,20-0745
20087,,20-0747
20088,,20-0748
20089,,20-0751
20090,,20-0752
20091,,20-0753
20092,,20-0754
20093,,20-0755
20094,,20-0756
20095,,20-0757
20096,,20-0758
20097,,20-0759
20098,,20-0761
20099,,20-0764
20100,,20-0765
20101,,20-0766
20102,,20-0767
20103,,20-0769
20104,,20-0771
20105,,20-0773
20106,,20-0774
20107,,20-0776
20108,,20-0777
20109,,20-0778
20110,,20-0781
20111,,20-0782
20112,,20-0783
20113,,20-0784
20114,,20-0785
20115,,20-0786
20116,,20-0787
20117,,20-0788
20118,,20-0791
20119,,20-0792
20120,,20-0793
20121,,20-0794
20122,,20-0795
20123,,20-0796
20124,,20-0797
20125,,20-0807
20126,,20-0808
20127,,20-0811
20128,,20-0812
20129,,20-0814
20130,,20-0816
20131,,20-0817
20132,,20-0818
20133,,20-0819
20134,,20-0821
20135,,20-0822
20136,,20-0823
20137,,20-0824
20138,,20-0825
20139,,20-0826
20140,,20-0827
20141,,20-0828
20142,,20-0829
20143,,20-0831
20144,,20-0832
20145,,20-0833
20146,,20-0834
20147,,20-0835
20148,,20-0837
20149,,20-0838
20150,,20-0841
20151,,20-0842
20152,,20-0843
20153,,20-0844
20154,,20-0845
20155,,20-0846
20156,,20-0847
20157,,20-0848
20158,,20-0849
20159,,20-0851
20160,,20-0852
20161,,20-0853
20162,,20-0854
20163,,20-0858
20164,,20-0861
20165,,20-0863
20166,,20-0864
20167,,20-0865
20168,,20-0866
20169,,20-0868
20170,,20-0869
20171,,20-0871
20172,,20-0872
20173,,20-0873
20174,,20-0874
20175,,20-0875
20176,,20-0876
20177,,20-0878
20178,,20-0882
20179,,20-0884
20180,,20-0894
20181,,20-0895
20182,,20-0896
20183,,20-0898
20184,,20-0902
20185,,20-0903
20186,,20-0904
20187,,20-0905
20188,,20-0906
20189,,20-0907
20190,,20-0909
20191,,20-0911
20192,,20-0912
20193,,20-0913
20194,,20-0914
20195,,20-0916
20196,,20-0917
20197,,20-0918
20198,,20-0921
20199,,20-0922
20200,,20-0923
20201,,20-0924
20202,,20-0925
20203,,20-0926
20204,,20-0927
20205,,20-0928
20206,,20-0929
20207,,20-0931
20208,,20-0932
20209,,20-0933
20210,,20-0934
20211,,20-0935
20212,,20-0941
20213,,20-0942
20214,,20-0943
20215,,20-0944
20216,,20-0945
20217,,20-0946
20218,,20-0947
20219,,20-0948
20220,,20-0949
20221,,20-0951
20222,,20-0952
20223,,20-0953
20224,,20-0955
20225,,20-0956
20226,,20-0957
20227,,20-0959
20228,,20-0961
20229,,20-0962
20230,,20-0963
20231,,20-0964
20232,,20-0965
20233,,20-0966
20234,,20-0967
20235,,20-0973
20236,,20-0974
20237,,20-0975
20238,,20-0976
20239,,20-0977
20240,,20-0978
20241,,20-0979
20242,,20-1006
20243,,20-1007
20244,,20-1008
20245,,20-1009
20246,,20-1011
20247,,20-1012
20248,,20-1013
20249,,20-1014
20250,,20-1015
20251,,20-1016
20252,,20-1017
20253,,20-1018
20254,,20-1019
20255,,20-1021
20256,,20-1022
20257,,20-1023
20258,,20-1024
20259,,20-1025
20260,,20-1026
20261,,20-1033
20262,,20-1034
20263,,20-1035
20264,,20-1036
20265,,20-1037
20266,,20-1038
20267,,20-1041
20268,,20-1042
20269,,20-1043
20270,,20-1044
20271,,20-1045
20272,,20-1046
20273,,20-1047
20274,,20-1048
20275,,20-1049
20276,,20-1061
20277,,20-1062
20278,,20-1063
20279,,20-1064
20280,,20-1065
20281,,20-1069
20282,,20-1071
20283,,20-1072
20284,,20-1073
20285,,20-1076
20286,,20-1077
20287,,20-1078
20288,,20-1079
20289,,20-1081
20290,,20-1082
20291,,20-1083
20292,,20-1085
20293,,20-1086
20294,,20-1088
20295,,20-1089
20296,,20-1091
20297,,20-1092
20298,,20-1093
20299,,20-1094
20300,,20-1096
20301,,20-1097
20302,,20-1098
20303,,20-1099
20304,,20-1101
20305,,20-1102
20306,,20-1103
20307,,20-1104
20308,,20-1106
20309,,20-1108
20310,,20-1109
20311,,20-1111
20312,,20-1112
20313,,20-1113
20314,,20-1114
20315,,20-1115
20316,,20-1116
20317,,20-1119
20318,,20-1121
20319,,20-1122
20320,,20-1129
20321,,20-1131
20322,,20-1132
20323,,20-1133
20324,,20-1134
20325,,20-1135
20326,,20-1136
20327,,20-1137
20328,,20-1138
20329,,20-1139
20330,,20-1141
20331,,20-1142
20332,,20-1143
20333,,20-1144
20334,,20-1145
20335,,20-1146
20336,,20-1147
20337,,20-1148
20338,,20-1149
20339,,20-1151
20340,,20-1152
20341,,20-1153
20342,,20-1154
20343,,20-1155
20344,,20-1156
20345,,20-1157
20346,,20-1158
20347,,20-1159
20348,,20-1161
20349,,20-1162
20350,,20-1163
20351,,20-1164
20352,,20-1165
20353,,20-1166
20354,,20-1167
20355,,20-1168
20356,,20-1169
20357,,20-1172
20358,,20-1173
20359,,20-1174
20360,,20-1175
20361,,20-1176
20362,,20-1177
20363,,20-1178
20364,,20-1179
20365,,20-1181
20366,,20-1182
20367,,20-1183
20368,,20-1184
20369,,20-1185
20370,,20-1188
20371,,20-1189
20372,,20-1191
20373,,20-1193
20374,,20-1195
20375,,20-1196
20376,,20-1197
20377,,20-1198
20378,,20-1199
20379,,20-1202
20380,,20-1203
20381,,20-1204
20382,,20-1205
20383,,20-1206
20384,,20-1207
20385,,20-1208
20386,,20-1209
20387,,20-1212
20388,,20-1213
20389,,20-1214
20390,,20-1215
20391,,20-1216
20392,,20-1217
20393,,20-1218
20394,,20-1219
20395,,20-1232
20396,,20-1233
20397,,20-1234
20398,,20-1235
20399,,20-1239
20400,,20-1241
20401,,20-1242
20402,,20-1243
20403,,20-1244
20404,,20-1246
20405,,20-1248
20406,,20-1251
20407,,20-1252
20408,,20-1255
20409,,20-1256
20410,,20-1257
20411,,20-1258
20412,,20-1259
20413,,20-1262
20414,,20-1263
20415,,20-1264
20416,,20-1265
20417,,20-1266
20418,,20-1268
20419,,20-1269
20420,,20-1271
20421,,20-1272
20422,,20-1273
20423,,20-1274
20424,,20-1276
20425,,20-1277
20426,,20-1278
20427,,20-1279
20428,,20-1281
20429,,20-1282
20430,,20-1283
20431,,20-1284
20432,,20-1302
20433,,20-1303
20434,,20-1304
20435,,20-1305
20436,,20-1306
20437,,20-1307
20438,,20-1309
20439,,20-1311
20440,,20-1313
20441,,20-1317
20442,,21-0002
20443,,21-0003
20444,,21-0005
20445,,21-0006
20446,,21-0007
20447,,21-0008
20448,,21-0009
20449,,21-0011
20450,,21-0012
20451,,21-0013
20452,,21-0014
20453,,21-0015
20454,,21-0016
20455,,21-0018
20456,,21-0019
20457,,21-0022
20458,,21-0023
20459,,21-0024
20460,,21-0025
20461,,21-0026
20462,,21-0027
20463,,21-0031
20464,,21-0032
20465,,21-0033
20466,,21-0034
20467,,21-0035
20468,,21-0036
20469,,21-0037
20470,,21-0078
20471,,21-0079
20472,,21-0082
20473,,21-0083
20474,,21-0084
20475,,21-0085
20476,,21-0086
20477,,21-0087
20478,,21-0088
20479,,21-0089
