,COMPLEX_NAME,CPLX_INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NUMBER_CORRECTED,INCIDENT_NAME,INCIDENT_NAME_CORRECTED,START_YEAR,INC_MGMT_NUM_SITREPS,FOD_LIST
969,LAKE COMPLEX,2012_CA-MDF-000429_LAKE COMPLEX,CA-MDF-000429,CA-MDF-000429,MDF LAKE COMPLEX,LAKE COMPLEX,2012,4,"['{""ID"" : 201434280, ""COORDS"" : (41.7575, -120.96333333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 218, ""CONT"" : 222.0}', '{""ID"" : 201434281, ""COORDS"" : (41.75444444, -120.95694444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 218, ""CONT"" : 222.0}', '{""ID"" : 201434283, ""COORDS"" : (41.89972222, -120.71222222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 218, ""CONT"" : 221.0}', '{""ID"" : 201434284, ""COORDS"" : (41.76611111, -120.95055556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.2, ""DISC"" : 218, ""CONT"" : 222.0}', '{""ID"" : 201434286, ""COORDS"" : (41.77722222, -120.32694444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 218, ""CONT"" : 218.0}', '{""ID"" : 201434296, ""COORDS"" : (41.75527778, -120.93722222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 218, ""CONT"" : 222.0}', '{""ID"" : 201434299, ""COORDS"" : (41.75472222, -120.94972222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 218, ""CONT"" : 222.0}', '{""ID"" : 201434304, ""MTBS_ID"" : ""CA4175212099720120805(LAKE COMPLEX)"", ""COORDS"" : (41.75138889, -120.99638889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1667.0, ""DISC"" : 218, ""CONT"" : 222.0}', '{""ID"" : 201434311, ""COORDS"" : (41.74666667, -120.98722222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 218, ""CONT"" : 222.0}', '{""ID"" : 201434313, ""COORDS"" : (41.79805556, -120.96222222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 220, ""CONT"" : 222.0}', '{""ID"" : 201434317, ""COORDS"" : (41.76138889, -120.96805556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 218, ""CONT"" : 222.0}', '{""ID"" : 201434318, ""COORDS"" : (41.74527778, -120.96416667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 218, ""CONT"" : 222.0}', '{""ID"" : 201501601, ""COORDS"" : (41.5472, -120.0192), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 39.0, ""DISC"" : 221, ""CONT"" : 221.0}']"
970,LAKE COMPLEX,2012_NV-HTF-30398_LAKE COMPLEX,NV-HTF-30398,NV-HTF-30398,LAKE,LAKE COMPLEX,2012,1,"['{""ID"" : 201433486, ""COORDS"" : (38.32111111, -119.52222222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 22.0, ""DISC"" : 219, ""CONT"" : 222.0}', '{""ID"" : 201433608, ""COORDS"" : (38.59055556, -119.24916667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 226.0, ""DISC"" : 218, ""CONT"" : 225.0}', '{""ID"" : 201433613, ""COORDS"" : (38.34888889, -119.29027778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 42.0, ""DISC"" : 218, ""CONT"" : 224.0}']"
971,LAKE COMPLEX,2012_NV-HTF-30398_LAKE COMPLEX,NV-HTF-30398,NV-HTF-30398,LAKE COMPLEX,LAKE COMPLEX,2012,5,"['{""ID"" : 201433486, ""COORDS"" : (38.32111111, -119.52222222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 22.0, ""DISC"" : 219, ""CONT"" : 222.0}', '{""ID"" : 201433608, ""COORDS"" : (38.59055556, -119.24916667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 226.0, ""DISC"" : 218, ""CONT"" : 225.0}', '{""ID"" : 201433613, ""COORDS"" : (38.34888889, -119.29027778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 42.0, ""DISC"" : 218, ""CONT"" : 224.0}']"
972,LAKE COMPLEX,2013_ID-NPF-000706_LAKE COMPLEX,ID-NPF--000580,ID-NPF-000706,CENTER,LAKE COMPLEX,2013,5,"['{""ID"" : 201763203, ""COORDS"" : (45.58416667, -115.10777778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 226, ""CONT"" : 247.0}', '{""ID"" : 201764389, ""COORDS"" : (45.65611111, -115.06055556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 180.0, ""DISC"" : 230, ""CONT"" : 289.0}', '{""ID"" : 201765365, ""MTBS_ID"" : ""ID4562711506620130714(LAKE)"", ""COORDS"" : (45.62722222, -115.06638889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5500.0, ""DISC"" : 226, ""CONT"" : 289.0}', '{""ID"" : 201766670, ""MTBS_ID"" : ""ID4557211499520130801(CENTER)"", ""COORDS"" : (45.57222222, -114.99527778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1595.0, ""DISC"" : 219, ""CONT"" : 236.0}', '{""ID"" : 201767261, ""COORDS"" : (45.58, -114.99611111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 218, ""CONT"" : 289.0}']"
973,LAKE COMPLEX,2013_ID-NPF-000706_LAKE COMPLEX,ID-NPF-000706,ID-NPF-000706,LAKE,LAKE COMPLEX,2013,2,"['{""ID"" : 201763203, ""COORDS"" : (45.58416667, -115.10777778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 226, ""CONT"" : 247.0}', '{""ID"" : 201764389, ""COORDS"" : (45.65611111, -115.06055556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 180.0, ""DISC"" : 230, ""CONT"" : 289.0}', '{""ID"" : 201765365, ""MTBS_ID"" : ""ID4562711506620130714(LAKE)"", ""COORDS"" : (45.62722222, -115.06638889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5500.0, ""DISC"" : 226, ""CONT"" : 289.0}', '{""ID"" : 201766670, ""MTBS_ID"" : ""ID4557211499520130801(CENTER)"", ""COORDS"" : (45.57222222, -114.99527778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1595.0, ""DISC"" : 219, ""CONT"" : 236.0}', '{""ID"" : 201767261, ""COORDS"" : (45.58, -114.99611111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 218, ""CONT"" : 289.0}']"
974,LAKE COMPLEX,2013_ID-NPF-000706_LAKE COMPLEX,ID-NPF-000706,ID-NPF-000706,LAKE COMPLEX,LAKE COMPLEX,2013,11,"['{""ID"" : 201763203, ""COORDS"" : (45.58416667, -115.10777778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 226, ""CONT"" : 247.0}', '{""ID"" : 201764389, ""COORDS"" : (45.65611111, -115.06055556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 180.0, ""DISC"" : 230, ""CONT"" : 289.0}', '{""ID"" : 201765365, ""MTBS_ID"" : ""ID4562711506620130714(LAKE)"", ""COORDS"" : (45.62722222, -115.06638889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5500.0, ""DISC"" : 226, ""CONT"" : 289.0}', '{""ID"" : 201766670, ""MTBS_ID"" : ""ID4557211499520130801(CENTER)"", ""COORDS"" : (45.57222222, -114.99527778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1595.0, ""DISC"" : 219, ""CONT"" : 236.0}', '{""ID"" : 201767261, ""COORDS"" : (45.58, -114.99611111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 218, ""CONT"" : 289.0}']"
975,LAKE OF THE OZARKS COMPLEX,2000_MO-MOS-0100_LAKE OF THE OZARKS COMPLEX,MO-MOS-0100,MO-MOS-0100,LAKE OF THE OZARKS COMPLEX,LAKE OF THE OZARKS COMPLEX,2000,2,
976,LAKE WENATCHEE COMPLEX,1999_WA-WEF-406_LAKE WENATCHEE COMPLEX,WA-WEF-406,WA-WEF-406,LAKE WENATCHEE COMPLEX,LAKE WENATCHEE COMPLEX,1999,8,"['{""ID"" : 122942, ""COORDS"" : (47.85055556, -120.78888889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 220, ""CONT"" : 220.0}', '{""ID"" : 123164, ""COORDS"" : (47.87166667, -120.61555556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 216, ""CONT"" : 218.0}', '{""ID"" : 123165, ""COORDS"" : (47.85333333, -120.615), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 216, ""CONT"" : 218.0}', '{""ID"" : 123166, ""COORDS"" : (47.96833333, -120.69305556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 216, ""CONT"" : 218.0}', '{""ID"" : 123167, ""COORDS"" : (47.98166667, -120.69333333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.3, ""DISC"" : 217, ""CONT"" : 218.0}', '{""ID"" : 123168, ""COORDS"" : (47.91, -120.65833333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 217, ""CONT"" : 218.0}', '{""ID"" : 123169, ""COORDS"" : (47.925, -120.65833333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 3.0, ""DISC"" : 217, ""CONT"" : 221.0}', '{""ID"" : 123171, ""COORDS"" : (47.91027778, -120.76611111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.5, ""DISC"" : 216, ""CONT"" : 216.0}', '{""ID"" : 123172, ""COORDS"" : (47.92444444, -120.65888889), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 219, ""CONT"" : 219.0}', '{""ID"" : 123173, ""COORDS"" : (47.95333333, -120.68027778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.3, ""DISC"" : 217, ""CONT"" : 219.0}', '{""ID"" : 123174, ""COORDS"" : (47.95277778, -120.68027778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 218, ""CONT"" : 218.0}', '{""ID"" : 123207, ""COORDS"" : (47.93833333, -120.68), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 70.0, ""DISC"" : 216, ""CONT"" : 226.0}', '{""ID"" : 123763, ""COORDS"" : (47.925, -120.65833333), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 219, ""CONT"" : 220.0}', '{""ID"" : 123764, ""COORDS"" : (47.93833333, -120.68), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 219, ""CONT"" : 219.0}', '{""ID"" : 123817, ""COORDS"" : (47.925, -120.98), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1.0, ""DISC"" : 221, ""CONT"" : 223.0}']"
977,LAKES COMPLEX,2002_NM-SNF-195_LAKES COMPLEX,NM-SNF-195,NM-SNF-195,LAKES,LAKES COMPLEX,2002,3,"['{""ID"" : 155312, ""COORDS"" : (35.76833333, -106.55111111), ""CAUSE"" : ""4(Campfire)"", ""SIZE"" : 187.0, ""DISC"" : 238, ""CONT"" : 251.0}', '{""ID"" : 155313, ""MTBS_ID"" : ""NM3587710671020020826(LAKES)"", ""COORDS"" : (35.83583333, -106.75), ""CAUSE"" : ""4(Campfire)"", ""SIZE"" : 4026.0, ""DISC"" : 238, ""CONT"" : 253.0}']"
978,LAKES COMPLEX,2002_NM-SNF-195_LAKES COMPLEX,NM-SNF-195,NM-SNF-195,LAKES COMPLEX,LAKES COMPLEX,2002,6,"['{""ID"" : 155312, ""COORDS"" : (35.76833333, -106.55111111), ""CAUSE"" : ""4(Campfire)"", ""SIZE"" : 187.0, ""DISC"" : 238, ""CONT"" : 251.0}', '{""ID"" : 155313, ""MTBS_ID"" : ""NM3587710671020020826(LAKES)"", ""COORDS"" : (35.83583333, -106.75), ""CAUSE"" : ""4(Campfire)"", ""SIZE"" : 4026.0, ""DISC"" : 238, ""CONT"" : 253.0}']"
979,LAKES COMPLEX,2002_NM-SNF-195_LAKES COMPLEX,NM-SNF-196,NM-SNF-195,LABOR,LAKES COMPLEX,2002,2,"['{""ID"" : 155312, ""COORDS"" : (35.76833333, -106.55111111), ""CAUSE"" : ""4(Campfire)"", ""SIZE"" : 187.0, ""DISC"" : 238, ""CONT"" : 251.0}', '{""ID"" : 155313, ""MTBS_ID"" : ""NM3587710671020020826(LAKES)"", ""COORDS"" : (35.83583333, -106.75), ""CAUSE"" : ""4(Campfire)"", ""SIZE"" : 4026.0, ""DISC"" : 238, ""CONT"" : 253.0}']"
980,LAKEVIEW COMPLEX,2001_OR-FRF-031_LAKEVIEW COMPLEX,OR-FRF-031,OR-FRF-031,LAKEVIEW COMPLEX,LAKEVIEW COMPLEX,2001,12,"['{""ID"" : 141723, ""MTBS_ID"" : ""OR4211712017420010808(LAKEVIEW COMPLEX (SOUTH WARNER))"", ""COORDS"" : (42.13, -120.17527778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1700.0, ""DISC"" : 220, ""CONT"" : 261.0}', '{""ID"" : 143274, ""MTBS_ID"" : ""OR4262212053120010808(LAKEVIEW COMPLEX (JOHNSON CREEK))"", ""COORDS"" : (42.61666667, -120.545), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2691.0, ""DISC"" : 220, ""CONT"" : 234.0}', '{""ID"" : 349322, ""MTBS_ID"" : ""OR4295411972520010808(BIG JUNIPER)"", ""COORDS"" : (42.9279, -119.9077), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 80548.0, ""DISC"" : 220, ""CONT"" : 242.0}', '{""ID"" : 349332, ""COORDS"" : (43.1749, -119.6627), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 49.0, ""DISC"" : 223, ""CONT"" : 223.0}', '{""ID"" : 349333, ""MTBS_ID"" : ""OR4319511974720010811(MUSTANG)"", ""COORDS"" : (43.1902, -119.7966), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5362.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
981,LAKEVIEW COMPLEX,2001_OR-FRF-031_LAKEVIEW COMPLEX,OR-LAD-373,OR-FRF-031,BIG JUNIPER,LAKEVIEW COMPLEX,2001,1,"['{""ID"" : 141723, ""MTBS_ID"" : ""OR4211712017420010808(LAKEVIEW COMPLEX (SOUTH WARNER))"", ""COORDS"" : (42.13, -120.17527778), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 1700.0, ""DISC"" : 220, ""CONT"" : 261.0}', '{""ID"" : 143274, ""MTBS_ID"" : ""OR4262212053120010808(LAKEVIEW COMPLEX (JOHNSON CREEK))"", ""COORDS"" : (42.61666667, -120.545), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2691.0, ""DISC"" : 220, ""CONT"" : 234.0}', '{""ID"" : 349322, ""MTBS_ID"" : ""OR4295411972520010808(BIG JUNIPER)"", ""COORDS"" : (42.9279, -119.9077), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 80548.0, ""DISC"" : 220, ""CONT"" : 242.0}', '{""ID"" : 349332, ""COORDS"" : (43.1749, -119.6627), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 49.0, ""DISC"" : 223, ""CONT"" : 223.0}', '{""ID"" : 349333, ""MTBS_ID"" : ""OR4319511974720010811(MUSTANG)"", ""COORDS"" : (43.1902, -119.7966), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5362.0, ""DISC"" : 223, ""CONT"" : 241.0}']"
982,LANGSTON COMPLEX,2001_UT-ZIP-0052_LANGSTON COMPLEX,UT-ZIP-0052,UT-ZIP-0052,LANGSTON COMPLEX,LANGSTON COMPLEX,2001,8,"['{""ID"" : 363001, ""MTBS_ID"" : ""NPS-IMROUTZIP-0052-20010816(LANGSTON)"", ""COORDS"" : (37.43222, -113.12277), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 610.0, ""DISC"" : 228, ""CONT"" : ""unknown""}']"
983,LANGSTON COMPLEX,2001_UT-ZIP-0052_LANGSTON COMPLEX,UT-ZIP-0052,UT-ZIP-0052,LANGSTON MOUNTAIN,LANGSTON COMPLEX,2001,10,"['{""ID"" : 363001, ""MTBS_ID"" : ""NPS-IMROUTZIP-0052-20010816(LANGSTON)"", ""COORDS"" : (37.43222, -113.12277), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 610.0, ""DISC"" : 228, ""CONT"" : ""unknown""}']"
984,LARKINS COMPLEX,2010_ID-CWF-000268_LARKINS COMPLEX,ID-CWF-000268,ID-CWF-000268,LARKINS COMPLEX,LARKINS COMPLEX,2010,16,"['{""ID"" : 1429833, ""COORDS"" : (46.9197222, -115.614444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 211, ""CONT"" : 213.0}', '{""ID"" : 1429878, ""COORDS"" : (46.9344444, -115.585278), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 211, ""CONT"" : 287.0}', '{""ID"" : 1429879, ""COORDS"" : (46.9291667, -115.514722), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 17.0, ""DISC"" : 211, ""CONT"" : 287.0}', '{""ID"" : 1429881, ""MTBS_ID"" : ""ID4696211547220100731(LARKINS COMPLEX)"", ""COORDS"" : (46.9419444, -115.480278), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 2167.0, ""DISC"" : 211, ""CONT"" : 287.0}', '{""ID"" : 1429883, ""COORDS"" : (46.9363889, -115.504444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 211, ""CONT"" : 287.0}', '{""ID"" : 1429886, ""COORDS"" : (46.9191667, -115.514444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 211, ""CONT"" : 287.0}', '{""ID"" : 1429894, ""COORDS"" : (46.9013889, -115.606944), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 219, ""CONT"" : 287.0}', '{""ID"" : 1430792, ""COORDS"" : (46.8947222, -115.608056), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 239, ""CONT"" : 287.0}', '{""ID"" : 1430795, ""COORDS"" : (46.9125, -115.627222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 239, ""CONT"" : 287.0}', '{""ID"" : 1430796, ""COORDS"" : (46.9225, -115.589444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 5.0, ""DISC"" : 239, ""CONT"" : 287.0}', '{""ID"" : 1430798, ""COORDS"" : (46.9083333, -115.641667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 15.0, ""DISC"" : 239, ""CONT"" : 287.0}', '{""ID"" : 1430799, ""COORDS"" : (46.9269444, -115.6375), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.25, ""DISC"" : 239, ""CONT"" : 287.0}', '{""ID"" : 1430800, ""COORDS"" : (46.8669444, -115.565556), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 239, ""CONT"" : 287.0}']"
985,LATTA COMPLEX,2003_OK-CHA-03034_LATTA COMPLEX,OK-CHA-03034,OK-CHA-03034,LATTA COMPLEX,LATTA COMPLEX,2003,1,"['{""ID"" : 251731, ""COORDS"" : (34.7334, -96.7003), ""CAUSE"" : ""9(Miscellaneous)"", ""SIZE"" : 95.0, ""DISC"" : 34, ""CONT"" : 36.0}', '{""ID"" : 251732, ""COORDS"" : (34.8168, -96.5003), ""CAUSE"" : ""9(Miscellaneous)"", ""SIZE"" : 35.0, ""DISC"" : 34, ""CONT"" : 36.0}']"
986,LEMONS GAP  COMPLEX,2001_TX-TXS-00013_LEMONS GAP  COMPLEX,TX-TXS-00013,TX-TXS-00013,LEMONS GAP  COMPLEX,LEMONS GAP  COMPLEX,2001,9,"['{""ID"" : 649009, ""COORDS"" : (30.16667002, -102.9), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 25000.0, ""DISC"" : 148, ""CONT"" : ""unknown""}']"
987,LEMONS GAP  COMPLEX,2001_TX-TXS-00013_LEMONS GAP  COMPLEX,TX-TXS-00013,TX-TXS-00013,LEMONS GAP FIRE,LEMONS GAP  COMPLEX,2001,1,"['{""ID"" : 649009, ""COORDS"" : (30.16667002, -102.9), ""CAUSE"" : ""13(Missing/Undefined)"", ""SIZE"" : 25000.0, ""DISC"" : 148, ""CONT"" : ""unknown""}']"
988,LIGHTNING COMPLEX,2003_OR-WWF-000180_LIGHTNING COMPLEX,OR-WWF-000180,OR-WWF-000180,LIGHTNING COMPLEX,LIGHTNING COMPLEX,2003,12,"['{""ID"" : 159325, ""MTBS_ID"" : ""FS-0616-074-030820(LIGHTNING COMPLEX (HAAS RIDGE))"", ""COORDS"" : (45.37555556, -116.72972222), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 4861.0, ""DISC"" : 232, ""CONT"" : 242.0}', '{""ID"" : 159326, ""MTBS_ID"" : ""OR4558511652920030820(LIGHTNING COMPLEX (TWO CORRAL))"", ""COORDS"" : (45.56638889, -116.56694444), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 10504.0, ""DISC"" : 232, ""CONT"" : 240.0}', '{""ID"" : 159327, ""COORDS"" : (45.65833333, -116.71416667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 134.0, ""DISC"" : 231, ""CONT"" : 236.0}', '{""ID"" : 159328, ""COORDS"" : (45.30694444, -116.86611111), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 207.0, ""DISC"" : 232, ""CONT"" : 234.0}']"
989,LIGHTNING COMPLEX,2006_ND-SRA-060763_LIGHTNING COMPLEX,ND-SRA-060763,ND-SRA-060763,LIGHTNING COMPLEX,LIGHTNING COMPLEX,2006,4,"['{""ID"" : 262134, ""MTBS_ID"" : ""BIA-GPRNDSRA-223-20060728(LIGHTNING COMPLEX)"", ""COORDS"" : (45.6889, -100.966), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 8060.0, ""DISC"" : 209, ""CONT"" : 215.0}']"
990,LIGHTNING CREEK COMPLEX,2012_ID-CWF-000651_LIGHTNING CREEK,ID-CWF-000651,ID-CWF-000651,LIGHTNING CREEK,LIGHTNING CREEK,2012,6,"['{""ID"" : 201430272, ""COORDS"" : (46.74666667, -115.42), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 13.0, ""DISC"" : 254, ""CONT"" : 299.0}', '{""ID"" : 201430295, ""COORDS"" : (46.755, -115.44166667), ""CAUSE"" : ""1(Lightning)"", ""SIZE"" : 0.1, ""DISC"" : 259, ""CONT"" : 299.0}']"
991,LIME COMPLEX,2008_CA-KNF-002975_SISKIYOU / BLUE 2 COMPLEX,CA-LNF-002777,CA-SHF-1041,MILL,LIME COMPLEX,2008,1,
